Sex,Age,Race,Juvenile Felonies,Juvenile Misdemeanors,Juvenile Others,Previous Convictions,Degree of Conviction,Days in Jail,COMPAS Score,Recidivism
1,41,2,0,0,0,13,0,166,4,0
1,32,2,0,0,0,2,0,31,3,1
1,22,2,0,0,0,2,0,4,4,0
1,21,0,0,0,0,0,1,2,2,0
0,43,2,0,0,0,0,1,1,1,0
1,29,0,0,0,0,0,0,3,7,0
1,43,0,0,0,0,1,0,2,2,0
1,25,0,0,0,0,1,0,3,1,0
1,47,2,0,0,0,0,1,32,0,0
1,49,2,0,0,0,0,1,1,0,0
0,21,0,0,0,0,0,0,1,4,0
0,25,0,0,0,0,1,1,1,5,0
1,54,2,0,0,0,0,1,1,0,0
1,34,0,0,0,1,3,0,184,0,1
0,28,0,0,0,0,2,1,32,1,0
0,53,2,0,0,0,4,0,1,0,1
1,54,0,0,0,0,0,1,1,0,0
1,37,3,0,0,0,3,0,173,0,1
1,26,3,0,0,0,4,0,32,8,0
1,28,2,0,0,0,1,0,123,7,0
1,77,2,0,0,0,5,0,1,2,0
1,34,0,0,0,0,2,0,1,3,0
1,50,3,0,0,0,11,1,240,8,0
0,60,2,0,0,0,0,0,2,0,1
0,26,2,0,0,0,2,1,1,8,0
1,22,0,0,0,0,0,0,32,3,0
1,22,0,0,0,0,1,0,35,6,0
1,51,0,0,0,0,3,0,1,6,0
1,29,0,0,0,0,0,0,249,1,1
0,28,0,0,0,0,1,0,2,4,0
1,36,2,0,0,0,6,0,3,6,0
1,28,0,0,0,1,5,1,28,5,0
0,25,0,0,0,0,2,0,5,3,0
1,33,2,0,0,0,0,0,31,0,1
1,37,0,0,0,0,1,0,193,4,0
1,43,2,0,0,0,4,1,62,1,0
1,45,3,0,0,0,1,1,27,5,0
1,20,3,0,0,0,0,1,1,2,0
1,32,2,0,0,0,5,0,66,4,1
1,31,2,0,0,0,5,1,75,1,0
0,35,0,0,0,0,0,0,2,2,1
1,23,0,0,0,0,1,0,2,3,1
1,41,3,0,0,0,1,1,114,0,0
1,25,5,20,0,0,24,0,1,9,1
1,35,3,0,1,0,12,0,224,8,0
1,25,0,0,0,0,4,0,193,5,1
1,69,2,0,0,0,6,0,2,1,1
1,22,0,0,0,0,1,0,2,2,0
1,25,0,1,0,0,4,0,177,8,0
1,29,0,0,0,0,1,0,3,8,0
1,24,1,0,0,0,0,1,2,2,0
1,22,4,0,0,1,1,0,5,3,0
1,21,0,0,0,0,3,0,5,5,1
1,28,3,0,0,0,0,0,1,3,0
1,47,0,0,0,0,23,0,347,6,1
1,35,0,0,0,0,1,1,1,1,0
1,29,0,0,1,0,13,0,61,9,1
1,36,2,0,0,0,14,0,1,3,1
1,26,0,0,0,0,9,0,92,7,1
1,31,5,0,0,0,0,1,3,0,0
1,31,2,0,0,0,8,0,261,6,0
1,32,0,0,0,0,8,0,31,2,1
0,27,2,0,0,0,3,0,89,6,1
0,32,2,0,0,0,0,0,31,1,0
1,68,2,0,0,0,0,0,2,0,0
1,28,2,0,0,0,0,0,32,6,0
1,48,2,0,0,0,1,1,1,0,1
1,23,2,0,0,0,2,0,138,6,1
1,44,2,0,0,0,0,1,1,0,0
1,42,0,0,0,0,7,1,31,4,0
1,39,0,0,0,0,5,0,5,6,0
0,46,3,0,0,0,2,0,4,0,0
1,55,2,0,0,0,0,1,138,4,0
1,27,0,0,0,0,5,0,123,8,1
0,31,2,0,0,0,0,1,35,8,0
1,30,0,0,1,0,6,0,1,4,0
0,23,0,0,0,0,0,0,40,4,0
1,52,0,0,0,0,2,0,2,0,0
1,25,0,0,0,0,0,0,1,1,0
1,32,2,0,0,2,6,1,1,6,0
1,36,0,0,0,0,2,0,31,4,0
1,52,2,0,0,0,2,1,177,0,0
1,21,0,0,0,0,3,0,64,6,1
1,39,2,0,0,0,2,1,1,3,0
0,26,0,0,0,0,0,1,1,1,0
1,28,0,0,0,0,8,0,69,7,1
1,67,2,0,0,0,2,1,1,0,1
1,51,2,0,0,0,2,0,64,1,0
1,29,0,0,0,0,0,0,3,4,0
0,22,5,0,0,0,0,0,3,3,0
1,37,2,0,0,0,3,1,1,0,0
1,23,0,0,0,0,2,1,60,7,1
0,49,0,0,0,0,14,1,5,6,1
1,38,5,2,0,0,9,0,32,4,0
1,32,2,0,0,0,9,1,5,6,1
1,41,2,0,0,0,9,1,262,5,0
1,25,0,0,0,0,1,1,1,2,0
1,27,0,0,0,0,4,0,80,4,0
1,58,2,0,0,0,0,1,30,0,0
1,35,2,0,0,0,1,0,93,3,0
1,44,0,2,0,0,19,1,166,8,1
0,27,0,0,0,0,1,0,153,5,0
0,59,0,0,0,0,2,0,141,0,0
1,31,2,0,0,0,0,1,1,1,0
1,28,0,0,0,0,1,0,193,3,1
0,39,0,0,0,0,0,0,63,4,1
1,54,2,0,0,0,0,0,7,0,0
1,21,3,0,0,0,0,1,54,3,1
1,43,2,0,0,0,0,1,29,3,0
0,46,0,0,0,0,0,0,289,6,0
1,31,0,0,0,0,5,1,1,9,0
1,30,0,4,1,0,11,0,91,9,0
1,27,2,0,1,3,4,1,2,3,1
1,60,0,0,0,0,15,0,207,6,0
1,53,2,0,0,0,3,0,329,1,0
1,28,0,0,0,0,0,1,2,1,1
1,46,2,0,0,0,1,0,244,0,0
1,23,0,0,0,0,4,0,2,7,0
1,24,0,0,0,0,0,1,1,6,0
1,30,5,0,0,0,5,1,68,4,0
1,43,2,0,0,0,0,1,1,0,0
1,69,2,0,0,0,0,0,163,0,0
1,44,0,0,0,0,10,1,6,3,1
1,51,0,0,0,0,4,0,29,6,0
1,24,3,0,0,0,11,0,266,9,1
1,31,0,0,0,0,1,0,230,2,1
1,23,0,0,0,0,0,0,61,2,0
1,29,2,0,0,0,0,0,2,0,0
0,23,0,0,0,1,4,0,5,9,0
0,24,0,0,0,0,0,0,31,5,0
1,26,0,2,1,0,8,1,233,9,1
1,36,2,0,0,0,5,1,1,2,1
1,55,3,0,0,0,6,0,155,2,0
1,59,0,0,0,0,13,1,168,2,0
1,27,2,0,0,0,1,0,32,8,0
1,24,0,0,0,0,0,0,29,9,1
1,66,2,0,0,0,0,1,30,0,0
0,36,2,0,0,1,3,0,63,3,0
1,35,0,0,0,0,0,1,142,6,0
1,40,5,0,0,0,0,0,2,0,0
1,53,3,0,0,0,9,0,220,7,1
1,23,2,0,0,0,1,0,1,2,1
1,23,2,0,0,0,1,0,2,6,0
0,24,0,0,0,0,1,1,31,5,0
0,22,0,0,0,0,0,1,1,6,1
1,25,3,0,0,1,1,0,31,2,0
1,56,0,0,0,0,4,0,3,0,0
1,29,0,0,0,0,0,0,1,3,0
1,62,3,0,0,0,1,0,199,0,0
1,29,4,0,0,0,1,0,34,1,0
1,29,2,0,0,0,10,0,5,5,1
1,51,1,0,0,0,1,0,32,0,1
0,58,0,0,0,0,3,1,49,0,0
1,27,5,0,0,0,0,0,32,3,0
1,38,2,0,0,0,2,0,7,6,0
1,24,2,0,1,2,3,1,1,4,0
1,22,0,0,0,0,0,0,136,2,1
1,39,2,0,0,0,0,1,323,0,0
1,20,3,0,0,0,3,0,72,9,1
1,46,2,0,0,0,10,0,163,6,1
1,38,2,0,0,0,1,0,1,0,1
1,23,2,0,0,0,0,1,4,7,1
1,52,0,0,0,0,17,0,2,7,0
1,53,2,0,0,0,3,0,21,0,0
1,39,5,0,0,0,6,0,57,4,0
1,25,0,0,0,0,0,0,2,7,0
1,52,2,0,0,0,4,0,213,2,0
1,31,0,0,0,0,19,0,1,8,1
0,25,0,0,0,0,1,1,1,2,1
1,26,0,0,0,0,6,0,2,5,0
1,25,0,0,0,1,2,0,41,8,0
1,24,0,0,0,0,1,0,137,7,0
1,37,2,0,0,0,11,0,31,7,1
1,36,0,0,0,0,0,0,30,0,0
1,30,3,0,0,0,9,1,32,1,0
1,26,0,0,0,0,1,0,1,5,1
1,21,5,0,2,0,3,0,30,1,1
1,35,0,0,0,0,7,0,1,3,1
1,22,0,0,0,0,2,0,2,3,1
0,61,2,0,0,0,2,1,227,0,0
1,25,2,0,0,0,0,0,1,1,0
1,36,3,0,0,0,0,1,32,0,0
1,24,0,0,0,0,2,1,13,6,1
1,21,0,0,0,1,0,0,1,8,1
1,50,0,0,0,0,0,1,2,0,0
1,32,2,2,0,1,15,0,71,8,1
1,33,0,0,0,0,2,1,1,1,1
1,33,0,0,0,0,10,0,62,8,1
0,23,0,0,0,0,4,1,189,7,1
1,25,0,0,0,0,2,0,1,3,0
1,42,2,0,0,0,0,1,31,3,0
1,29,2,0,0,0,0,1,30,2,0
1,50,2,0,0,0,8,0,291,2,0
1,32,2,0,0,0,5,0,36,4,1
1,33,0,0,0,0,14,0,173,7,1
0,23,3,0,0,1,1,0,86,4,0
1,37,0,0,1,0,13,0,1,7,1
1,27,0,0,0,0,9,0,213,6,1
1,27,0,0,0,0,0,1,2,0,0
1,28,2,0,0,0,3,0,242,5,0
1,26,0,0,0,0,7,0,60,3,0
0,52,0,0,0,0,21,0,100,6,1
1,21,3,0,0,0,1,1,1,4,1
1,58,0,0,0,0,1,0,61,0,0
1,27,0,0,0,0,4,0,204,7,0
1,36,0,0,0,0,0,1,20,1,0
0,33,2,1,0,0,1,1,1,3,0
1,28,0,0,0,0,5,0,207,3,1
1,28,2,0,0,0,1,0,31,6,1
0,31,2,0,0,0,0,1,146,2,0
1,30,2,0,1,0,11,0,41,8,1
1,24,0,0,0,0,3,1,7,6,0
1,26,0,0,0,0,6,0,196,8,1
1,43,2,0,0,0,0,1,32,0,0
1,31,0,0,0,1,2,0,44,0,1
1,59,0,0,0,0,2,0,126,0,0
1,40,0,0,0,0,4,1,1,2,0
1,22,0,0,0,0,3,0,62,5,1
1,23,0,0,0,0,0,0,4,4,0
1,42,2,0,0,0,0,1,1,3,0
1,43,2,0,0,0,3,1,2,2,0
1,30,0,0,3,0,18,1,102,9,0
1,29,0,0,0,0,1,0,86,8,0
1,38,2,0,0,0,2,0,253,3,1
1,21,2,0,0,0,1,0,167,6,0
1,26,2,0,0,1,3,1,205,3,1
0,25,3,0,0,0,4,0,37,5,1
1,19,0,4,1,0,5,0,68,9,0
0,47,2,0,0,0,0,1,1,0,0
0,35,0,0,1,1,16,0,243,9,0
1,51,0,0,0,0,5,1,5,6,0
1,36,5,0,0,0,0,1,1,0,0
1,25,0,0,0,0,1,0,63,6,0
1,62,3,0,0,0,0,1,31,0,0
1,23,0,0,0,0,0,0,1,2,1
1,34,0,0,0,0,7,0,31,4,1
1,35,0,0,0,0,1,1,2,1,0
1,22,2,0,0,0,0,0,4,2,0
1,29,0,0,0,0,10,1,186,9,1
1,40,0,0,0,0,0,0,29,1,0
1,36,0,0,0,0,2,0,30,1,0
1,26,0,0,0,0,8,0,1,7,1
1,25,0,0,0,0,1,0,1,2,1
1,69,2,0,0,0,0,1,31,0,0
1,27,0,0,1,0,1,0,22,3,0
1,20,2,0,0,0,0,0,2,4,1
1,27,0,0,0,0,1,0,60,0,0
0,24,0,0,0,0,6,1,134,5,0
0,39,2,0,0,0,8,0,31,3,0
1,42,2,0,0,0,0,0,87,0,0
1,47,5,0,0,0,1,0,1,0,0
0,47,2,0,0,0,0,1,35,0,0
1,25,2,0,0,0,1,0,2,2,0
1,33,0,0,0,0,6,0,2,2,0
1,29,5,0,0,0,0,0,2,0,0
1,46,2,0,0,0,1,0,30,0,1
1,25,0,0,0,0,0,0,229,3,0
1,22,0,0,0,0,0,0,30,2,0
1,21,2,0,0,0,0,0,31,3,0
1,30,0,0,0,0,1,1,61,1,0
1,46,2,0,0,0,9,1,5,4,0
1,33,0,0,0,0,0,0,1,3,0
1,55,3,0,0,0,1,1,1,0,0
1,26,0,0,0,0,2,1,1,6,0
1,33,0,0,0,0,0,0,31,4,1
1,40,0,0,0,0,1,1,2,0,0
1,34,2,0,0,0,0,0,263,3,0
1,22,2,0,0,0,1,0,37,1,1
1,28,3,0,0,0,3,1,1,4,0
1,22,0,0,0,1,4,0,4,9,0
1,31,0,0,0,0,4,1,31,2,1
1,59,2,0,0,0,3,1,32,0,1
1,37,4,0,0,0,0,0,30,1,0
0,41,2,0,0,0,1,0,1,0,0
1,50,0,0,0,0,0,0,3,0,0
0,21,5,0,0,0,2,0,27,3,1
1,57,0,0,0,0,8,0,11,4,1
1,35,2,0,0,0,1,1,293,2,0
1,31,0,0,0,0,5,1,1,4,1
1,21,3,0,0,3,2,0,176,8,0
1,44,0,0,0,0,9,0,180,7,0
1,27,0,0,0,0,1,1,1,3,0
1,39,3,0,0,0,0,0,1,0,0
1,48,0,0,0,0,5,0,8,8,1
0,25,2,0,0,0,0,0,2,3,0
1,51,0,0,0,0,5,1,1,2,0
1,50,2,0,0,0,0,0,30,0,1
1,30,0,0,0,0,0,1,184,5,0
1,34,2,1,0,0,26,0,1,7,0
1,57,2,0,0,0,2,0,63,0,0
1,69,2,0,0,0,0,1,1,0,0
1,55,2,0,0,0,0,1,31,0,0
1,59,0,0,0,0,4,0,2,2,1
0,42,0,0,0,0,0,0,1,0,0
1,20,3,2,0,0,2,0,8,7,1
1,26,0,0,0,0,0,1,1,1,0
1,58,0,0,0,0,16,0,30,8,1
1,21,5,0,0,0,0,0,29,3,0
1,32,0,0,0,0,21,0,95,8,1
0,24,3,0,0,0,0,1,1,3,0
1,66,2,0,0,0,14,0,459,5,0
0,27,0,0,0,1,4,1,2,6,0
1,53,0,0,0,0,10,0,266,1,0
1,42,0,0,0,0,1,0,2,3,0
1,29,0,0,0,0,8,0,14,7,1
1,21,0,0,0,0,1,0,139,5,0
1,31,2,0,0,0,1,1,1,1,1
1,58,2,0,0,0,0,1,1,0,0
1,28,2,0,0,0,0,1,1,0,0
1,39,3,0,0,0,0,0,2,0,0
1,22,0,0,0,1,1,0,1,6,1
1,46,2,0,0,0,1,1,31,0,1
1,29,5,0,0,0,1,0,61,0,0
1,50,2,0,0,0,0,1,250,1,1
1,46,0,0,0,0,2,0,1,8,0
0,44,0,0,1,0,11,0,194,7,1
1,35,0,0,0,0,4,1,30,4,0
1,30,0,0,1,0,14,0,84,8,1
0,28,0,0,0,0,0,1,107,6,0
1,42,0,0,0,0,2,0,1,4,0
1,52,2,0,0,0,3,0,6,3,0
1,46,0,0,0,0,5,0,87,0,1
1,42,0,0,0,0,0,0,93,9,1
1,37,0,0,0,0,12,0,263,2,0
1,29,2,0,0,0,7,0,2,9,1
1,32,0,0,0,1,8,0,123,3,0
1,31,5,0,0,0,5,0,204,5,1
0,33,0,0,0,0,1,1,85,0,0
1,25,2,0,0,0,4,0,68,3,0
0,33,0,0,0,0,0,1,2,0,0
1,21,3,0,0,0,1,0,1,4,0
0,64,2,0,0,0,7,1,99,2,0
1,35,2,0,0,0,1,0,50,0,1
1,56,0,0,0,0,1,0,3,0,0
1,38,2,0,0,0,0,1,3,2,1
0,40,0,0,0,0,4,1,32,0,0
1,34,0,0,0,0,3,0,51,6,0
1,52,0,0,0,0,5,0,1,1,0
1,64,0,0,0,0,7,0,122,9,0
1,28,0,0,0,1,4,0,32,3,0
1,38,3,0,0,0,0,1,1,0,0
0,63,0,0,0,0,0,1,1,0,0
1,21,0,1,0,0,3,0,24,8,0
1,51,0,0,0,0,0,1,2,0,0
1,29,2,0,0,0,1,0,2,4,0
1,35,0,0,0,0,2,1,2,1,0
1,30,2,0,0,0,0,0,1,3,0
1,61,0,0,0,0,5,0,282,1,0
1,25,0,0,0,0,0,0,32,2,0
1,25,0,0,0,0,4,0,1,6,1
1,26,0,0,0,0,0,1,1,4,1
1,32,0,0,0,0,1,0,408,1,0
0,36,2,0,0,0,1,0,420,1,0
0,24,0,0,0,0,1,0,18,6,0
0,39,0,0,0,0,1,1,1,0,0
0,50,0,0,0,0,0,1,31,0,0
1,42,2,0,0,0,1,1,90,0,0
0,25,0,0,0,0,1,0,1,3,0
1,26,0,0,1,0,13,1,1,9,1
1,31,0,0,0,0,9,0,57,6,0
1,35,2,0,0,1,1,0,2,1,0
0,39,0,0,0,0,0,1,1,0,0
0,41,0,0,0,0,4,0,109,1,1
0,40,0,0,0,0,1,0,30,4,0
1,23,5,0,0,0,0,0,1,0,0
1,34,2,0,0,0,0,0,117,0,0
1,46,2,0,0,0,5,1,1,0,0
1,60,2,0,0,0,1,1,1,0,0
1,61,2,0,0,0,0,1,2,0,0
0,33,2,0,0,0,1,1,30,1,0
1,38,0,0,0,0,0,0,2,3,0
1,46,0,0,0,0,3,0,30,0,0
1,30,0,0,0,1,3,0,1,1,1
1,52,2,0,0,0,3,1,1,0,0
1,34,0,0,0,0,9,1,1,7,0
0,50,0,0,0,0,7,1,31,3,0
1,21,0,0,0,0,0,0,167,4,0
1,31,3,0,0,0,16,0,690,9,1
1,31,0,0,0,0,2,0,93,6,1
1,24,3,0,0,0,0,0,15,9,0
0,23,0,0,0,0,0,1,1,3,0
1,25,0,0,0,0,1,0,2,5,0
0,36,2,0,0,0,1,1,140,2,0
0,31,0,0,0,0,1,1,30,1,0
0,24,2,0,0,0,1,0,2,4,0
1,31,0,0,0,0,13,1,266,9,1
0,49,2,0,0,0,1,0,2,0,0
1,60,0,0,0,0,0,0,3,0,1
1,37,2,0,0,0,0,0,62,0,0
1,30,0,0,0,0,2,0,1,1,0
0,24,0,0,0,0,0,1,2,2,0
0,32,5,0,0,0,0,1,1,0,0
0,21,2,0,2,0,2,0,1,3,0
0,33,2,0,0,0,0,1,1,1,0
1,46,2,0,0,0,0,1,1,0,0
1,36,2,0,0,0,4,0,40,2,0
1,27,2,0,0,0,0,1,91,1,0
1,21,2,0,0,1,0,1,1,3,1
1,35,0,0,0,0,0,0,2,7,1
1,34,3,0,0,0,2,0,10,2,1
1,41,1,0,0,0,2,0,44,7,1
0,40,0,0,0,0,7,1,61,3,0
1,23,0,0,0,0,1,0,16,9,1
1,23,0,0,0,0,3,0,59,5,1
1,28,0,0,0,0,2,1,3,3,1
1,20,0,0,0,0,2,0,3,7,0
1,21,3,0,0,0,0,0,1,3,1
1,37,2,0,0,0,1,1,31,0,0
1,46,2,0,0,1,2,1,4,3,1
1,22,0,0,0,0,0,0,2,6,0
1,29,0,3,0,1,4,0,7,8,0
1,29,2,0,0,0,0,0,1,1,0
1,42,5,0,0,0,0,1,2,0,0
1,57,0,0,0,0,1,0,31,0,0
0,27,2,0,0,0,4,0,32,4,0
1,56,0,0,0,0,1,0,1,1,0
1,41,0,0,0,0,19,0,63,5,1
1,40,3,0,0,0,8,0,1,4,1
1,30,3,0,0,0,5,0,3,2,1
1,21,2,0,0,0,0,0,124,4,0
1,24,0,0,0,0,1,1,1,3,1
1,25,0,0,0,1,7,0,73,7,0
0,33,2,0,0,0,0,1,1,0,0
1,33,0,0,0,0,11,0,45,5,1
1,25,3,0,0,0,0,0,30,6,0
1,30,2,0,0,0,0,0,1,2,0
0,41,2,0,0,0,0,0,61,0,0
1,52,2,0,0,0,1,1,33,9,0
1,25,2,0,0,0,6,0,31,7,1
1,58,0,0,0,0,38,0,118,6,1
1,30,0,0,1,1,7,0,1,4,1
1,37,3,0,0,0,0,0,89,2,1
1,23,0,0,0,0,2,0,802,5,0
1,33,3,0,0,0,0,1,147,0,0
0,25,0,0,0,0,0,0,145,3,0
1,25,0,0,0,0,2,0,2,3,0
1,34,3,0,0,0,9,0,74,8,0
0,43,2,0,0,0,7,0,9,7,0
1,32,2,0,0,0,0,0,2,2,0
1,33,5,0,0,0,3,0,1,6,0
1,39,5,0,1,0,4,0,1,1,1
1,49,2,0,0,0,4,0,6,0,0
1,24,2,0,0,0,0,0,19,3,0
1,26,0,0,0,0,1,0,1,8,0
1,42,2,0,0,0,0,0,2,1,0
1,22,0,0,0,0,1,0,185,5,1
1,36,3,0,0,0,0,0,1,0,0
1,29,2,0,0,1,7,1,61,6,1
1,39,2,0,0,0,0,1,19,2,0
1,27,0,0,2,1,13,0,74,5,1
1,38,2,0,0,0,2,0,52,4,1
1,20,2,0,0,0,0,0,63,1,1
1,25,0,2,0,0,4,0,235,9,1
1,53,2,0,0,0,0,1,31,0,0
0,27,0,0,0,0,0,1,7,7,1
1,38,0,2,0,0,10,0,7,7,0
1,60,2,0,0,0,2,0,306,0,0
1,21,5,0,0,0,0,0,7,4,1
1,50,2,0,0,0,1,1,6,0,1
1,41,0,0,0,0,4,0,1,4,0
1,34,0,0,0,0,4,0,294,1,1
1,22,2,0,0,2,5,0,153,7,1
0,45,5,0,0,0,0,1,1,0,0
1,29,0,0,0,1,20,0,538,9,0
1,22,2,0,0,2,0,0,30,6,1
1,25,0,0,0,0,2,0,4,4,0
1,42,0,0,0,0,1,0,2,3,1
1,34,4,1,0,0,9,0,1,5,0
0,27,2,0,0,0,2,0,2,2,0
1,51,5,0,0,0,2,0,2,0,0
1,33,0,0,0,0,23,0,341,8,1
1,24,0,0,0,1,0,0,1,2,0
1,37,0,0,0,0,4,0,93,3,0
1,37,2,0,0,0,0,1,1,0,0
1,44,2,0,0,0,11,0,93,8,0
1,33,0,0,0,0,0,1,1,7,0
1,24,2,0,3,2,8,0,173,9,0
0,27,5,0,0,0,0,1,1,1,0
1,21,5,0,0,0,0,0,63,5,0
0,60,5,0,0,0,0,1,30,0,0
1,35,0,0,0,0,1,0,2,0,1
1,50,2,0,0,0,1,0,117,1,0
0,38,0,0,0,0,0,1,1,0,0
0,24,2,0,0,0,0,0,96,7,0
1,49,2,0,0,0,2,1,2,0,0
1,38,0,0,0,0,9,0,233,5,0
1,61,5,0,0,0,0,1,30,0,0
0,30,0,0,0,0,0,1,1,1,0
1,22,0,0,0,0,3,0,129,5,1
1,30,3,0,0,0,1,1,146,1,0
1,31,0,0,0,0,0,0,324,0,0
1,25,0,0,0,0,0,0,2,6,1
1,28,3,0,0,0,0,0,4,0,0
0,30,3,0,0,0,3,1,263,2,1
1,52,2,0,0,0,0,1,1,0,0
0,24,2,0,0,1,3,0,58,5,0
1,26,2,0,0,0,0,0,1,1,0
1,26,5,0,0,0,0,1,2,3,0
0,31,0,0,0,0,0,0,1,0,0
0,24,0,0,1,0,3,0,2,6,0
1,43,0,0,0,0,21,0,2,8,0
1,29,0,0,1,0,6,0,1,6,0
1,45,2,0,0,0,9,0,55,8,1
1,50,0,0,0,0,8,1,237,4,0
1,20,0,0,0,0,0,0,1,8,1
1,29,0,0,0,0,4,0,270,7,1
1,43,2,0,0,0,1,0,570,5,1
1,26,2,0,0,0,2,0,31,4,0
0,46,0,0,0,0,4,0,30,3,0
0,46,0,0,0,0,0,0,2,0,0
1,39,2,0,0,0,8,0,2,0,0
1,36,3,0,0,0,0,0,26,0,0
1,29,0,0,0,0,12,0,6,9,1
1,41,2,0,0,0,0,1,1,0,0
1,29,0,0,0,1,11,0,106,9,1
1,27,0,0,0,0,4,1,2,8,0
0,25,0,0,0,0,5,0,31,6,0
1,41,2,0,0,0,3,0,24,8,0
1,23,0,1,0,0,2,0,19,6,0
0,46,0,0,0,0,1,0,34,7,1
1,45,0,0,0,0,3,0,1,3,0
1,30,2,0,0,0,0,1,1,2,0
1,34,2,0,0,0,1,0,3,5,0
1,70,2,0,0,0,11,0,13,0,1
1,53,0,0,0,0,3,1,42,2,0
1,52,2,0,0,0,2,0,61,0,0
1,36,2,0,0,0,1,1,1,1,0
1,23,0,0,0,0,0,0,144,2,0
1,51,3,0,0,0,0,1,1,0,0
1,25,5,0,0,0,0,1,1,0,0
1,51,0,0,0,0,4,1,127,1,1
1,28,0,0,0,0,2,0,444,4,0
0,45,4,0,0,0,15,0,2,9,1
1,55,0,0,0,0,21,0,86,5,1
0,49,2,0,0,0,1,0,31,0,0
0,26,0,0,0,0,9,1,2,5,1
1,25,2,0,0,0,0,1,1,1,0
0,47,2,0,0,0,0,0,1,0,0
0,24,0,0,0,0,3,0,1,5,0
1,27,0,0,0,0,0,1,32,1,0
1,25,2,0,2,0,5,1,1,6,1
1,31,0,0,0,0,0,0,52,1,0
1,21,0,0,1,0,1,0,60,9,1
1,37,0,0,0,1,26,0,61,9,1
1,21,0,0,0,0,1,0,80,8,1
1,21,0,0,0,0,0,0,2,5,0
1,26,0,0,0,0,0,1,1,0,0
1,31,2,0,0,0,0,1,31,1,0
1,25,0,0,0,0,4,0,1,9,1
1,54,0,0,0,0,5,0,2,5,0
0,27,0,0,0,0,3,0,32,4,1
1,30,2,0,0,0,3,0,104,3,1
1,28,2,0,0,0,2,0,2,1,0
1,70,2,0,0,0,0,1,31,0,0
1,37,2,0,0,0,11,0,1,8,1
1,46,0,0,0,0,5,0,62,4,1
1,40,5,0,0,0,4,1,3,0,1
1,20,0,1,0,0,1,0,336,7,1
1,43,0,0,0,0,18,0,110,3,1
1,38,0,0,0,0,15,0,56,5,0
1,29,0,0,0,0,0,0,1,3,0
1,37,0,0,0,0,8,1,2,1,1
1,38,3,0,0,0,3,0,1,3,0
0,27,2,0,0,0,0,0,30,2,0
0,20,5,0,0,0,0,1,70,4,1
1,44,3,0,0,0,0,1,1,0,0
1,42,2,0,0,0,0,0,33,2,0
1,31,2,0,0,0,6,1,2,4,0
1,29,0,0,0,0,3,0,31,1,1
1,48,2,0,0,0,13,0,75,6,1
0,30,0,0,0,0,0,1,31,1,0
0,25,2,0,0,0,2,0,137,4,1
1,24,5,0,0,0,0,0,222,1,0
1,40,0,0,0,0,3,0,2,1,0
0,49,2,0,0,0,3,0,2,1,1
1,33,2,0,0,0,1,1,32,2,0
0,64,2,0,0,0,0,0,1,0,0
1,49,2,0,0,0,4,0,167,0,0
1,31,3,0,1,0,1,1,2,2,0
1,33,2,0,0,0,1,0,1,0,0
1,61,2,0,0,0,1,1,323,0,0
0,42,2,0,0,0,11,0,140,4,0
1,30,2,0,0,0,2,0,30,3,0
1,62,2,0,0,0,0,1,62,0,0
0,27,2,0,0,0,4,1,55,7,1
0,32,2,0,0,0,18,0,72,8,0
1,48,2,0,0,0,9,0,31,5,0
0,40,2,0,0,0,0,0,2,1,0
1,24,2,0,0,0,0,0,3,3,0
0,38,3,0,0,0,1,0,146,0,0
1,22,0,0,0,0,0,0,2,3,1
1,30,0,0,0,0,4,1,194,7,1
1,63,2,0,0,0,0,1,1,0,0
1,33,0,0,0,0,4,0,29,9,0
1,29,2,0,0,0,0,1,30,0,0
0,21,0,1,0,0,1,0,1,5,1
1,43,2,0,0,0,0,1,29,3,1
1,22,2,0,0,0,0,0,1,2,0
1,26,0,0,0,0,3,0,290,9,1
1,51,0,0,0,0,1,0,8,0,0
1,39,2,0,0,0,3,0,31,0,1
0,30,3,0,0,0,0,1,2,2,1
0,33,0,0,0,0,0,0,31,2,0
1,32,0,0,0,0,14,0,31,7,1
1,22,0,0,0,0,0,1,1,5,0
1,59,2,0,0,0,0,0,1,0,0
1,38,0,0,5,0,37,1,86,6,1
1,23,0,0,0,0,2,0,443,5,0
1,42,0,0,0,0,0,1,2,0,1
1,20,0,1,0,0,1,0,16,2,1
1,38,0,0,0,0,2,0,310,6,1
0,34,2,0,0,0,2,0,2,2,0
1,24,0,0,0,1,4,0,21,7,0
0,36,0,0,0,0,7,0,114,2,1
1,35,2,0,0,0,7,0,13,3,1
1,36,0,0,0,0,0,1,2,2,1
1,31,0,0,0,0,1,0,165,0,0
0,28,0,0,0,0,3,0,83,3,1
0,34,2,0,0,0,0,0,1,1,0
1,28,0,0,0,0,1,0,1,1,1
0,35,2,0,0,0,0,0,1,0,0
1,60,2,0,0,0,3,0,121,0,0
1,43,0,0,0,0,0,0,2,3,0
1,40,0,0,0,0,1,0,61,0,0
1,31,0,0,2,0,15,0,3,8,1
1,54,0,0,0,0,6,0,192,6,1
1,24,0,0,0,0,17,0,131,8,1
1,41,3,0,0,0,0,0,31,0,1
1,21,3,0,0,0,1,0,184,2,0
1,31,2,0,0,0,0,0,3,0,0
0,34,0,0,0,0,0,1,31,7,0
0,24,2,0,0,0,0,1,1,3,0
